title,author,coverUrl,openLibraryId,url
"Go Set a Watchman","Harper Lee","https://covers.openlibrary.org/b/id/8148454-L.jpg","",""
"Go Tell It on the Mountain","James Baldwin","https://covers.openlibrary.org/b/id/108019-L.jpg","",""
"Go as a River","Shelley Read","https://covers.openlibrary.org/b/id/13191934-L.jpg","",""
"God Touched","John Conroe","https://covers.openlibrary.org/b/id/10706528-L.jpg","OL24232444W","https://openlibrary.org/works/OL24232444W"
"Godsgrave","Jay Kristoff","https://covers.openlibrary.org/b/id/10280547-L.jpg","OL20913736W","https://openlibrary.org/works/OL20913736W"
"Gone 'til November","Wallace Stroby","https://covers.openlibrary.org/b/id/7081905-L.jpg","",""
"Gone with the Wind","Margaret Mitchell","https://covers.openlibrary.org/b/id/285397-L.jpg","",""
"Good Girl, Bad Blood","Holly  Jackson","https://covers.openlibrary.org/b/id/14331103-L.jpg","",""
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Neil Gaiman","https://covers.openlibrary.org/b/id/14649235-L.jpg","",""
"Good as Gone","Amy Gentry","https://covers.openlibrary.org/b/id/8847947-L.jpg","OL20198106W","https://openlibrary.org/works/OL20198106W"
"Goodnight Beautiful","Aimee Molloy","https://covers.openlibrary.org/b/id/10528653-L.jpg","",""
"Goodnight Max (Max and Ruby)","Rosemary Wells","https://covers.openlibrary.org/b/id/402434-L.jpg","",""
"Goodnight Moon","Margaret Wise Brown","https://covers.openlibrary.org/b/id/10037446-L.jpg","",""
"Gossip Girl","Cecily von Ziegesar","https://covers.openlibrary.org/b/id/12907368-L.jpg","",""
"Gracefully Insane: The Rise and Fall of America's Premier Mental Hospital","Alex Beam","https://covers.openlibrary.org/b/id/12185263-L.jpg","",""
"Graceling","Kristin Cashore","https://covers.openlibrary.org/b/id/6311836-L.jpg","OL15702282W","https://openlibrary.org/works/OL15702282W"
"Gravity","Abigail Boyd","https://covers.openlibrary.org/b/id/97894-L.jpg","OL39819817W","https://openlibrary.org/works/OL39819817W"
"Gray Mountain","John Grisham","https://covers.openlibrary.org/b/id/12452002-L.jpg","",""
"Great Expectations","Kate Flint","https://covers.openlibrary.org/b/id/9280556-L.jpg","",""
"Green Eggs and Ham","Dr. Seuss","https://covers.openlibrary.org/b/id/6507741-L.jpg","",""
"Green Rider","Kristen Britain","https://covers.openlibrary.org/b/id/6609386-L.jpg","",""
"Greenlights","Matthew McConaughey","https://covers.openlibrary.org/b/id/10511285-L.jpg","",""
"Guess How Much I Love You","Sam McBratney","https://covers.openlibrary.org/b/id/13282906-L.jpg","OL58402W","https://openlibrary.org/works/OL58402W"
"Halfway to the Grave","Jeaniene Frost","https://covers.openlibrary.org/b/id/6309505-L.jpg","",""
"Hamlet","Rex Gibson","https://covers.openlibrary.org/b/id/349855-L.jpg","",""
"Hang the Moon","Jeannette Walls","https://covers.openlibrary.org/b/id/14406687-L.jpg","",""
"Hard Magic","Larry Correia","https://covers.openlibrary.org/b/id/7983245-L.jpg","",""
"Harold and the Purple Crayon","Crockett Johnson","https://covers.openlibrary.org/b/id/12075194-L.jpg","",""
"Harry Potter and the Chamber of Secrets","J.K. Rowling","https://covers.openlibrary.org/b/id/15158664-L.jpg","OL82537W","https://openlibrary.org/works/OL82537W"
"Harry Potter and the Prisoner of Azkaban","J.K. Rowling","https://covers.openlibrary.org/b/id/10580435-L.jpg","OL82536W","https://openlibrary.org/works/OL82536W"
"Harry Potter and the Sorcerer's Stone","J.K. Rowling","https://covers.openlibrary.org/b/id/7572543-L.jpg","",""
"Hashimoto's Protocol: A 90-Day Plan for Reversing Thyroid Symptoms and Getting Your Life Back","Izabella Wentz","https://books.google.com/books/content?id=QmieDAAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&source=gbs_api","",""
"Having and Being Had","Eula Biss","https://covers.openlibrary.org/b/id/10371611-L.jpg","",""
"Heart Bones","Colleen Hoover","https://covers.openlibrary.org/b/id/13170122-L.jpg","OL29328354W","https://openlibrary.org/works/OL29328354W"
"Heart of Venom","Jennifer Estep","https://covers.openlibrary.org/b/id/13201924-L.jpg","OL34312365W","https://openlibrary.org/works/OL34312365W"
"Heartbreaker","Julie Garwood","https://covers.openlibrary.org/b/id/759498-L.jpg","",""
"Heating & Cooling: 52 Micro-Memoirs","Beth Ann Fennelly","https://books.google.com/books/content?id=gl2NEAAAQBAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api","OL19171197W","https://openlibrary.org/works/OL19171197W"
"Heaven","Randy Alcorn","https://books.google.com/books/content?id=sxoM9JdrEqIC&printsec=frontcover&img=1&zoom=2&edge=curl&source=gbs_api","",""
"Hekla's Children","James Brogden","https://covers.openlibrary.org/b/id/14474284-L.jpg","",""
"Hell's Princess: The Mystery of Belle Gunness, Butcher of Men","Harold Schechter","https://covers.openlibrary.org/b/isbn/9781503944916-L.jpg","",""
"Hello, Sunshine","Laura Dave","https://covers.openlibrary.org/b/id/14474352-L.jpg","OL20059201W","https://openlibrary.org/works/OL20059201W"
"Her One Mistake","Heidi Perks","https://covers.openlibrary.org/b/id/8797252-L.jpg","OL20152597W","https://openlibrary.org/works/OL20152597W"
"Here","Denise Grover Swank","https://covers.openlibrary.org/b/id/12719018-L.jpg","OL30902018W","https://openlibrary.org/works/OL30902018W"
"Here I Am","Jonathan Safran Foer","https://covers.openlibrary.org/b/id/10835999-L.jpg","",""
"Hex Hall","Rachel Hawkins","https://covers.openlibrary.org/b/id/6303513-L.jpg","",""
"Hidden","Catherine McKenzie","https://covers.openlibrary.org/b/id/8218579-L.jpg","OL17903082W","https://openlibrary.org/works/OL17903082W"
"Hidden Bodies","Caroline Kepnes","https://covers.openlibrary.org/b/id/13055921-L.jpg","",""
"High Achiever: The Incredible True Story of One Addict's Double Life","Tiffany   Jenkins","https://covers.openlibrary.org/b/id/10201997-L.jpg","",""
"His & Hers","Alice Feeney","https://covers.openlibrary.org/b/id/10088461-L.jpg","",""
"Hit List","Laurell K. Hamilton","https://covers.openlibrary.org/b/id/6765697-L.jpg","",""
