title,author,coverUrl,openLibraryId,url
"Burying Water","K.A. Tucker","https://covers.openlibrary.org/b/id/9533239-L.jpg","",""
"But Not the Hippopotamus","Sandra Boynton","https://covers.openlibrary.org/b/id/405634-L.jpg","",""
"By Any Other Name","Jodi Picoult","https://covers.openlibrary.org/b/id/15115075-L.jpg","OL37569397W","https://openlibrary.org/works/OL37569397W"
"California Girl","T. Jefferson Parker","https://covers.openlibrary.org/b/id/1952865-L.jpg","OL40846W","https://openlibrary.org/works/OL40846W"
"Call Down the Hawk","Maggie Stiefvater","https://covers.openlibrary.org/b/id/9156808-L.jpg","",""
"Camino Island","John Grisham","https://covers.openlibrary.org/b/id/9323605-L.jpg","OL17931101W","https://openlibrary.org/works/OL17931101W"
"Caraval","Stephanie Garber","https://covers.openlibrary.org/b/id/15130160-L.jpg","",""
"Carry On, Warrior: Thoughts on Life Unarmed","Glennon Doyle","https://covers.openlibrary.org/b/id/7612526-L.jpg","",""
"Case Study","Graeme Macrae Burnet","https://covers.openlibrary.org/b/id/14426479-L.jpg","",""
"Caste: The Origins of Our Discontents","Isabel Wilkerson","https://covers.openlibrary.org/b/id/14650657-L.jpg","",""
"Cat Person","Kristen Roupenian","https://covers.openlibrary.org/b/id/9201464-L.jpg","OL20559430W","https://openlibrary.org/works/OL20559430W"
"Catching Fire","Suzanne Collins","https://covers.openlibrary.org/b/id/14649869-L.jpg","",""
"Catherine the Great: Portrait of a Woman","Robert K. Massie","https://covers.openlibrary.org/b/id/6967389-L.jpg","",""
"Celine","Peter Heller","https://covers.openlibrary.org/b/isbn/1524751065-L.jpg","",""
"Centennial","James A. Michener","https://covers.openlibrary.org/b/id/4635784-L.jpg","OL2385281W","https://openlibrary.org/works/OL2385281W"
"Champion","Marie Lu","https://covers.openlibrary.org/b/id/10528948-L.jpg","",""
"Chaos Walking: A Trilogy","Patrick Ness","https://books.google.com/books/content?id=srdIAgAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&source=gbs_api","",""
"Chaos: Charles Manson, the CIA, and the Secret History of the Sixties","Tom O'Neill","https://books.google.com/books/content?id=zG92DwAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&source=gbs_api","",""
"Charlotte’s Web","Garth Williams","https://covers.openlibrary.org/b/id/11182657-L.jpg","",""
"Chasing Harry Winston","Lauren Weisberger","https://covers.openlibrary.org/b/id/8277909-L.jpg","",""
"Child 44","Tom Rob Smith","https://covers.openlibrary.org/b/id/6472264-L.jpg","",""
"Children of Blood and Bone","Tomi Adeyemi","https://covers.openlibrary.org/b/id/8736845-L.jpg","",""
"Choosing Civility","P.M. Forni","https://covers.openlibrary.org/b/id/178929-L.jpg","",""
"Chosen","Denise Grover Swank","https://covers.openlibrary.org/b/id/10659184-L.jpg","",""
"Cilka's Journey","Heather   Morris","https://covers.openlibrary.org/b/id/10837692-L.jpg","",""
"Cinder","Marissa Meyer","https://covers.openlibrary.org/b/id/10386402-L.jpg","",""
"Circe","Madeline Miller","https://covers.openlibrary.org/b/id/8283869-L.jpg","",""
"Circle of Days","Ken Follett","https://books.google.com/books/content?id=P47v0AEACAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api","",""
"Citizen Hearst: A Biography of William Randolph Hearst","W.A. Swanberg","https://covers.openlibrary.org/b/id/681314-L.jpg","",""
"City of Ashes","Cassandra Clare","https://covers.openlibrary.org/b/id/1787130-L.jpg","",""
"City of Bones","Cassandra Clare","https://covers.openlibrary.org/b/id/14812842-L.jpg","",""
"City of Fallen Angels","Cassandra Clare","https://covers.openlibrary.org/b/id/14649562-L.jpg","",""
"City of Girls","Elizabeth Gilbert","https://covers.openlibrary.org/b/id/8578230-L.jpg","OL19756861W","https://openlibrary.org/works/OL19756861W"
"City of Glass","Cassandra Clare","https://covers.openlibrary.org/b/id/13151192-L.jpg","",""
"City of Lost Souls","Cassandra Clare","https://covers.openlibrary.org/b/id/8200902-L.jpg","",""
"Clade","James  Bradley","https://covers.openlibrary.org/b/id/12853908-L.jpg","OL21095792W","https://openlibrary.org/works/OL21095792W"
"Clean Sweep","Ilona Andrews","https://covers.openlibrary.org/b/id/13132413-L.jpg","OL19993440W","https://openlibrary.org/works/OL19993440W"
"Click, Clack, Moo: Cows That Type","Doreen Cronin","https://covers.openlibrary.org/b/id/14605809-L.jpg","",""
"Clock Dance","Anne Tyler","https://covers.openlibrary.org/b/id/8202391-L.jpg","OL21201541W","https://openlibrary.org/works/OL21201541W"
"Clockwise","Elle Strauss","https://covers.openlibrary.org/b/id/10846090-L.jpg","OL24326082W","https://openlibrary.org/works/OL24326082W"
"Clockwiser","Elle Strauss","https://covers.openlibrary.org/b/id/10846090-L.jpg","OL24326082W","https://openlibrary.org/works/OL24326082W"
"Clockwork Angel","Cassandra Clare","https://covers.openlibrary.org/b/id/13149905-L.jpg","",""
"Clockwork Prince","Cassandra Clare","https://covers.openlibrary.org/b/id/6934916-L.jpg","",""
"Clockwork Princess","Cassandra Clare","https://covers.openlibrary.org/b/id/13149915-L.jpg","",""
"Closer Home","Kerry Anne King","https://covers.openlibrary.org/b/id/8905551-L.jpg","OL20249649W","https://openlibrary.org/works/OL20249649W"
"Code Name Verity","Elizabeth Wein","https://covers.openlibrary.org/b/id/10861388-L.jpg","",""
"Codependent No More: How to Stop Controlling Others and Start Caring for Yourself","Melody Beattie","https://covers.openlibrary.org/b/id/6602780-L.jpg","",""
"Columbine","Dave Cullen","https://covers.openlibrary.org/b/id/6885875-L.jpg","",""
"Conditional Citizens: On Belonging in America","Laila Lalami","https://covers.openlibrary.org/b/id/10488605-L.jpg","",""
"Confessions on the 7:45","Lisa Unger","https://covers.openlibrary.org/b/id/10469337-L.jpg","",""
"Consider Phlebas","Iain M. Banks","https://books.google.com/books/content?id=JZmTQgAACAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api","",""
"Conversations with God","Neale Donald Walsch","https://covers.openlibrary.org/b/id/6463901-L.jpg","",""
"Count My Lies","Sophie Stava","https://books.google.com/books/content?id=lOAPEQAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&source=gbs_api","",""
"Crank","Ellen Hopkins","https://covers.openlibrary.org/b/id/14315096-L.jpg","",""
"Crimes Against Magic","Steve McHugh","https://covers.openlibrary.org/b/id/10420108-L.jpg","OL22057696W","https://openlibrary.org/works/OL22057696W"
"Crooked Kingdom","Leigh Bardugo","https://covers.openlibrary.org/b/id/12667428-L.jpg","OL17597665W","https://openlibrary.org/works/OL17597665W"
"Crooked Letter, Crooked Letter","Tom Franklin","https://covers.openlibrary.org/b/id/6608037-L.jpg","",""
"Cruel Beauty","Rosamund Hodge","https://covers.openlibrary.org/b/id/14846536-L.jpg","",""
"Cry Wolf","Patricia Briggs","https://covers.openlibrary.org/b/id/12671381-L.jpg","",""
"Cry, the Beloved Country","Alan Paton","https://covers.openlibrary.org/b/id/8235289-L.jpg","OL2384132W","https://openlibrary.org/works/OL2384132W"
"Cue the Sun! The Invention of Reality TV","Emily Nussbaum","https://books.google.com/books/content?id=GObnEAAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&source=gbs_api","",""
"Curious George","H.A. Rey","https://covers.openlibrary.org/b/id/6482322-L.jpg","OL8217475W","https://openlibrary.org/works/OL8217475W"
"Curse of the Narrows","Laura Mac Donald","https://covers.openlibrary.org/b/id/479-L.jpg","",""
"Cursed","Benedict Jacka","https://covers.openlibrary.org/b/id/7516895-L.jpg","",""
"Cut and Thirst","Margaret Atwood","https://books.google.com/books/content?id=zuFAEQAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&source=gbs_api","",""
"Cutting for Stone","Abraham   Verghese","https://books.google.com/books/content?id=po_3H5c7UtkC&printsec=frontcover&img=1&zoom=2&edge=curl&source=gbs_api","",""
"CyberStorm","Matthew Mather","https://covers.openlibrary.org/b/id/8541860-L.jpg","",""
"Dad's Maybe Book","Tim O'Brien","https://covers.openlibrary.org/b/id/9012390-L.jpg","",""
"Daisy Jones & The Six","Taylor Jenkins Reid","https://covers.openlibrary.org/b/id/8742674-L.jpg","",""
"Daisy's War","Shayne Parkinson","https://covers.openlibrary.org/b/id/13089258-L.jpg","OL25847153W","https://openlibrary.org/works/OL25847153W"
"Dandelion Iron","Aaron Michael Ritchey","https://covers.openlibrary.org/b/id/8885230-L.jpg","OL20231506W","https://openlibrary.org/works/OL20231506W"
"Dandelion Wine","Ray Bradbury","https://covers.openlibrary.org/b/id/404820-L.jpg","",""
"Dantes Inferno: Zur Geschichte der Hollenvermessung und des Hollentrichtermotivs","Henrik Engel","https://covers.openlibrary.org/b/isbn/9783422066328-L.jpg","",""
"Dark Genesis","A.D. Koboah","https://covers.openlibrary.org/b/id/209410-L.jpg","",""
"Dark Hunt","Kim  Richardson","https://covers.openlibrary.org/b/id/10178439-L.jpg","OL20862363W","https://openlibrary.org/works/OL20862363W"
"Dark Magick","Cate Tiernan","https://covers.openlibrary.org/b/id/108614-L.jpg","",""
"Dark Matter","Blake Crouch","https://covers.openlibrary.org/b/id/8397279-L.jpg","",""
"Dark Matter","Michelle Paver","https://covers.openlibrary.org/b/id/11614782-L.jpg","",""
"Dark Possession","Christine Feehan","https://covers.openlibrary.org/b/id/13238123-L.jpg","",""
"Dark Prince","Christine Feehan","https://covers.openlibrary.org/b/id/641355-L.jpg","",""
"Dark Stranger: The Dream","I.T. Lucas","https://covers.openlibrary.org/b/id/10675774-L.jpg","",""
"Dark Tide","Stephen Puleo","https://covers.openlibrary.org/b/id/588044-L.jpg","",""
"Darkdawn","Jay Kristoff","https://covers.openlibrary.org/b/id/8918878-L.jpg","OL20261819W","https://openlibrary.org/works/OL20261819W"
"Darkfever","Karen Marie Moning","https://covers.openlibrary.org/b/id/9259011-L.jpg","",""
"Darkfire","Garrett Robinson","https://covers.openlibrary.org/b/id/12507605-L.jpg","OL26918467W","https://openlibrary.org/works/OL26918467W"
"Darling Rose Gold","Stephanie Wrobel","https://covers.openlibrary.org/b/id/9309659-L.jpg","",""
"Daughter of Smoke & Bone","Laini Taylor","https://covers.openlibrary.org/b/id/7064457-L.jpg","OL16103268W","https://openlibrary.org/works/OL16103268W"
"Daughter of Time Trilogy","Erec Stebbins","https://covers.openlibrary.org/b/id/10302610-L.jpg","",""
"Daughter of the Blood","Anne Bishop","https://covers.openlibrary.org/b/id/294893-L.jpg","",""
"Days of Distraction","Alexandra Chang","https://covers.openlibrary.org/b/id/9423919-L.jpg","",""
"Dead Ever After","Charlaine Harris","https://covers.openlibrary.org/b/id/7254832-L.jpg","OL16802623W","https://openlibrary.org/works/OL16802623W"
"Dead Reckoning","Charlaine Harris","https://covers.openlibrary.org/b/id/6683160-L.jpg","OL15670556W","https://openlibrary.org/works/OL15670556W"
"Dead Witch Walking","Kim Harrison","https://covers.openlibrary.org/b/id/30234-L.jpg","OL5888091W","https://openlibrary.org/works/OL5888091W"
"Deadly Sting","Jennifer Estep","https://covers.openlibrary.org/b/id/7804847-L.jpg","",""
"Deal Breaker","Harlan Coben","https://covers.openlibrary.org/b/id/8739250-L.jpg","OL79323W","https://openlibrary.org/works/OL79323W"
"Dear Edward","Ann Napolitano","https://covers.openlibrary.org/b/id/9247193-L.jpg","OL20624674W","https://openlibrary.org/works/OL20624674W"
"Dear Fahrenheit 451: Love and Heartbreak in the Stacks","Annie Spence","https://covers.openlibrary.org/b/id/14456877-L.jpg","",""
"Dear Mrs. Bird","A.J. Pearce","https://covers.openlibrary.org/b/id/12398753-L.jpg","",""
"Death of a Salesman","Arthur Miller","https://covers.openlibrary.org/b/id/274953-L.jpg","",""
"Deceit","Nick van der Leek","https://covers.openlibrary.org/b/id/10346679-L.jpg","",""
"Deep Survival: Who Lives, Who Dies, and Why","Laurence Gonzales","https://covers.openlibrary.org/b/id/14457211-L.jpg","",""
"Deep Work: Rules for Focused Success in a Distracted World","Cal Newport","https://covers.openlibrary.org/b/id/14859612-L.jpg","",""
"Deep as the Sky, Red as the Sea","Rita Chang-Eppig","https://covers.openlibrary.org/b/id/13786298-L.jpg","",""
"Defiance","C.J. Redwine","https://covers.openlibrary.org/b/id/8141905-L.jpg","",""
"Delirium","Lauren Oliver","https://covers.openlibrary.org/b/id/7237236-L.jpg","",""
"Demon Copperhead","Barbara Kingsolver","https://covers.openlibrary.org/b/id/13141227-L.jpg","OL27052926W","https://openlibrary.org/works/OL27052926W"
"Departure","A.G. Riddle","https://covers.openlibrary.org/b/id/9589212-L.jpg","OL18818806W","https://openlibrary.org/works/OL18818806W"
"Destined for an Early Grave","Jeaniene Frost","https://covers.openlibrary.org/b/id/6302342-L.jpg","",""
"Devil's Paw","Debra Dunbar","https://covers.openlibrary.org/b/id/8535675-L.jpg","OL19622083W","https://openlibrary.org/works/OL19622083W"
"Digital Minimalism: Choosing a Focused Life in a Noisy World","Cal Newport","https://covers.openlibrary.org/b/id/8507540-L.jpg","",""
"Dime Store Magic","Kelley Armstrong","https://covers.openlibrary.org/b/id/13324866-L.jpg","",""
"Displaced","David Korson","https://covers.openlibrary.org/b/id/10114074-L.jpg","OL22204072W","https://openlibrary.org/works/OL22204072W"
"Divergent","Veronica Roth","https://covers.openlibrary.org/b/id/13274634-L.jpg","OL15719630W","https://openlibrary.org/works/OL15719630W"
"Divergent Series Complete Box Set (Divergent, #1-3)","Veronica Roth","https://covers.openlibrary.org/b/id/10310686-L.jpg","",""
"Do No Harm: Stories of Life, Death and Brain Surgery","Henry Marsh","https://covers.openlibrary.org/b/id/10439677-L.jpg","",""
"Doctor Sleep","Stephen  King","https://covers.openlibrary.org/b/id/14652972-L.jpg","",""
"Don Quixote","Miguel de Cervantes Saavedra","https://covers.openlibrary.org/b/id/2009480-L.jpg","OL25543788W","https://openlibrary.org/works/OL25543788W"
"Don't Let the Pigeon Drive the Bus!","Mo Willems","https://covers.openlibrary.org/b/id/894916-L.jpg","",""
"Don't Make a Sound","T.R. Ragan","https://covers.openlibrary.org/b/id/4309830-L.jpg","OL20757083W","https://openlibrary.org/works/OL20757083W"
"Don't Waste Your Life","John      Piper","https://books.google.com/books/content?id=jgYaHC2Dn5wC&printsec=frontcover&img=1&zoom=2&source=gbs_api","",""
"Donnie Brasco","Joseph D. Pistone","https://covers.openlibrary.org/b/id/6492926-L.jpg","",""
"Doomsday Book","Connie Willis","https://covers.openlibrary.org/b/id/9636186-L.jpg","",""
"Down to Earth: Christian Hope and Climate Change","Richard A. Floyd","https://covers.openlibrary.org/b/id/14719828-L.jpg","",""
"Dracula","Bram Stoker","https://covers.openlibrary.org/b/id/11993677-L.jpg","",""
"Dragons of Autumn Twilight","Margaret Weis","https://covers.openlibrary.org/b/id/13154717-L.jpg","",""
"Dreadful","Caitlin Rozakis","https://books.google.com/books/content?id=vZfLEAAAQBAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api","",""
"Dreams Lie Beneath","Rebecca   Ross","https://covers.openlibrary.org/b/id/12366209-L.jpg","OL26413608W","https://openlibrary.org/works/OL26413608W"
"Driven by Eternity: 40-Day Devotional: Make your life count today and forever","John Bevere","https://books.google.com/books/content?id=xIG4DAEACAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api","",""
"Driving Mr. Albert: A Trip Across America with Einstein's Brain","Michael Paterniti","https://books.google.com/books/content?id=Zg2bYwogl2IC&printsec=frontcover&img=1&zoom=2&edge=curl&source=gbs_api","",""
"Driving Over Lemons: An Optimist in Andalucía","Chris  Stewart","https://covers.openlibrary.org/b/id/10145853-L.jpg","",""
"Drowning with Others","Linda Keir","https://covers.openlibrary.org/b/id/10147914-L.jpg","OL20839819W","https://openlibrary.org/works/OL20839819W"
"Dune","Frank Herbert","https://covers.openlibrary.org/b/id/11481354-L.jpg","OL893415W","https://openlibrary.org/works/OL893415W"
"Dust","Hugh Howey","https://covers.openlibrary.org/b/id/10054840-L.jpg","OL17623070W","https://openlibrary.org/works/OL17623070W"
"Eclipse","Stephenie Meyer","https://covers.openlibrary.org/b/id/12643338-L.jpg","",""
"Educated","Tara Westover","https://covers.openlibrary.org/b/id/14832082-L.jpg","",""
"Eight Hundred Grapes","Laura Dave","https://covers.openlibrary.org/b/id/10345557-L.jpg","OL20034548W","https://openlibrary.org/works/OL20034548W"
"Eldest","Christopher Paolini","https://covers.openlibrary.org/b/id/6748903-L.jpg","",""
"Eleanor & Park","Rainbow Rowell","https://covers.openlibrary.org/b/id/15163065-L.jpg","",""
"Eleanor Oliphant Is Completely Fine","Gail Honeyman","https://covers.openlibrary.org/b/id/8415055-L.jpg","",""
"Eliza and Her Monsters","Francesca Zappia","https://covers.openlibrary.org/b/id/12402063-L.jpg","",""
"Elon Musk","Walter Isaacson","https://covers.openlibrary.org/b/id/14420016-L.jpg","",""
"Elven Blood","Debra Dunbar","https://covers.openlibrary.org/b/id/14652445-L.jpg","OL26602760W","https://openlibrary.org/works/OL26602760W"
"Emily Wilde's Encyclopaedia of Faeries","Heather Fawcett","https://covers.openlibrary.org/b/id/13131596-L.jpg","OL27411628W","https://openlibrary.org/works/OL27411628W"
"Emma","Jane Austen","https://covers.openlibrary.org/b/id/12991890-L.jpg","",""
"Empire of the Damned","Jay Kristoff","https://covers.openlibrary.org/b/id/15150791-L.jpg","OL37564113W","https://openlibrary.org/works/OL37564113W"
"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History","S.C. Gwynne","https://books.google.com/books/content?id=_zlqngEACAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api","",""
"Empire of the Vampire","Bon Orthwick","https://covers.openlibrary.org/b/id/11270290-L.jpg","",""
"Ender’s Game","Orson Scott Card","https://covers.openlibrary.org/b/id/13775381-L.jpg","",""
"Endurance: Shackleton's Incredible Voyage","Alfred Lansing","https://covers.openlibrary.org/b/id/540107-L.jpg","OL874157W","https://openlibrary.org/works/OL874157W"
"Enemy of the People: The Untold Story of the Journalists Who Opposed Hitler","Terrence Petty","https://covers.openlibrary.org/b/isbn/9781542042413-L.jpg","",""
"Enigma Black","Sara Furlong Burr","https://covers.openlibrary.org/b/id/10207035-L.jpg","",""
"Eragon","Christopher Paolini","https://covers.openlibrary.org/b/id/12848703-L.jpg","",""
"Erotic Stories for Punjabi Widows","Balli Kaur Jaswal","https://covers.openlibrary.org/b/id/13134302-L.jpg","",""
"Etched in Bone","Anne Bishop","https://covers.openlibrary.org/b/id/8825405-L.jpg","OL20048406W","https://openlibrary.org/works/OL20048406W"
"Eternal Kiss of Darkness","Jeaniene Frost","https://covers.openlibrary.org/b/id/6454402-L.jpg","",""
"Evelyn, After","Victoria Helen Stone","https://covers.openlibrary.org/b/id/12836721-L.jpg","OL20043091W","https://openlibrary.org/works/OL20043091W"
"Ever After","Kim Harrison","https://covers.openlibrary.org/b/id/11628900-L.jpg","",""
"Evermore","Alyson Noel","https://covers.openlibrary.org/b/id/6425997-L.jpg","OL11929006W","https://openlibrary.org/works/OL11929006W"
"Every Heart a Doorway","Seanan McGuire","https://covers.openlibrary.org/b/id/7433973-L.jpg","",""
"Every Last Secret","A.R. Torre","https://covers.openlibrary.org/b/isbn/9781542020183-L.jpg","",""
"Every Vow You Break","Peter  Swanson","https://covers.openlibrary.org/b/id/10837302-L.jpg","",""
"Every Which Way But Dead","Kim Harrison","https://covers.openlibrary.org/b/id/30237-L.jpg","OL5888093W","https://openlibrary.org/works/OL5888093W"
"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are","Seth Stephens-Davidowitz","https://covers.openlibrary.org/b/isbn/9780062390851-L.jpg","",""
"Everyone Is Watching","Heather Gudenkauf","https://covers.openlibrary.org/b/id/14603218-L.jpg","OL37612217W","https://openlibrary.org/works/OL37612217W"
"Everyone in My Family Has Killed Someone","Benjamin   Stevenson","https://covers.openlibrary.org/b/id/13260574-L.jpg","",""
"Everything Happens for a Reason: And Other Lies I've Loved","Kate Bowler","https://covers.openlibrary.org/b/id/8133590-L.jpg","",""
"Everything Here Is Beautiful","Mira T. Lee","https://covers.openlibrary.org/b/id/8552568-L.jpg","",""
"Everything I Never Told You","Celeste Ng","https://covers.openlibrary.org/b/id/7383473-L.jpg","OL17295077W","https://openlibrary.org/works/OL17295077W"
"Everything is Illuminated","Jonathan Safran Foer","https://covers.openlibrary.org/b/id/27640-L.jpg","",""
"Everything, Everything","Nicola Yoon","https://covers.openlibrary.org/b/id/8159408-L.jpg","",""
"Evvie Drake Starts Over","Linda  Holmes","https://covers.openlibrary.org/b/id/8748951-L.jpg","",""
"Exposure","Kathy Reichs","https://covers.openlibrary.org/b/id/12012907-L.jpg","",""
"Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think","Hans Rosling","https://covers.openlibrary.org/b/id/9168316-L.jpg","",""
"Fahrenheit 451","Ray Bradbury","https://covers.openlibrary.org/b/id/12993656-L.jpg","OL103123W","https://openlibrary.org/works/OL103123W"
"Faking It: The Lies Women Tell about Sex--And the Truths They Reveal","Lux Alptraum","https://covers.openlibrary.org/b/isbn/9781580057653-L.jpg","",""
"Fall on Your Knees","Ann-Marie MacDonald","https://books.google.com/books/content?id=HsgMVk8q6h4C&printsec=frontcover&img=1&zoom=2&source=gbs_api","",""
"Fallen","Lauren Kate","https://covers.openlibrary.org/b/id/6597605-L.jpg","OL15299819W","https://openlibrary.org/works/OL15299819W"
"Family","J. California Cooper","https://covers.openlibrary.org/b/id/4032505-L.jpg","OL1891605W","https://openlibrary.org/works/OL1891605W"
"Family of Liars","E. Lockhart","https://covers.openlibrary.org/b/id/12728811-L.jpg","OL26909900W","https://openlibrary.org/works/OL26909900W"
"Famous Last Words","Gillian McAllister","https://books.google.com/books/content?id=bLCz0AEACAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api","",""
"FantasticLand","Mike Bockoven","https://covers.openlibrary.org/b/id/8900173-L.jpg","",""
"Fantasy of Fire","Kelly St. Clare","https://covers.openlibrary.org/b/id/11226968-L.jpg","OL24573622W","https://openlibrary.org/works/OL24573622W"
"Fantasy of Flight","Kelly St. Clare","https://covers.openlibrary.org/b/id/11089137-L.jpg","OL24477969W","https://openlibrary.org/works/OL24477969W"
"Fantasy of Frost","Kelly St. Clare","https://covers.openlibrary.org/b/id/11035310-L.jpg","OL27111620W","https://openlibrary.org/works/OL27111620W"
"Far and Away","Amy Poeppel","https://books.google.com/books/content?id=T5NdEQAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&source=gbs_api","OL42439006W","https://openlibrary.org/works/OL42439006W"
"Far from the Tree","Robin Benway","https://covers.openlibrary.org/b/id/8797750-L.jpg","OL19664746W","https://openlibrary.org/works/OL19664746W"
"Fated","Benedict Jacka","https://covers.openlibrary.org/b/id/7804868-L.jpg","",""
"Fates and Furies","Lauren Groff","https://covers.openlibrary.org/b/id/9295607-L.jpg","OL17830264W","https://openlibrary.org/works/OL17830264W"
"Feed","Mira Grant","https://books.google.com/books/content?id=nsI7lwEACAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api","",""
"Finale","Stephanie Garber","https://covers.openlibrary.org/b/id/8802288-L.jpg","",""
"Fire Touched","Patricia Briggs","https://covers.openlibrary.org/b/id/12756644-L.jpg","",""
"Firefly Lane","Kristin Hannah","https://covers.openlibrary.org/b/id/2370853-L.jpg","",""
"First Frost","Jennifer Estep","https://covers.openlibrary.org/b/id/7374009-L.jpg","OL26322818W","https://openlibrary.org/works/OL26322818W"
"First Grave on the Right","Darynda Jones","https://covers.openlibrary.org/b/id/8260857-L.jpg","",""
"First Lie Wins","Ashley Elston","https://covers.openlibrary.org/b/id/14562551-L.jpg","OL37505495W","https://openlibrary.org/works/OL37505495W"
"First Shift: Legacy","Hugh Howey","https://covers.openlibrary.org/b/id/7516034-L.jpg","OL17406591W","https://openlibrary.org/works/OL17406591W"
"Five Broken Blades","Mai Corland","https://covers.openlibrary.org/b/id/14810912-L.jpg","",""
"Flashlight","Susan Choi","https://covers.openlibrary.org/b/id/15111652-L.jpg","OL42408368W","https://openlibrary.org/works/OL42408368W"
"Flesh","Kylie Scott","https://covers.openlibrary.org/b/id/10183529-L.jpg","OL20865955W","https://openlibrary.org/works/OL20865955W"
"Flowers for Algernon","Daniel Keyes","https://covers.openlibrary.org/b/id/12947700-L.jpg","OL515754W","https://openlibrary.org/works/OL515754W"
"Flowers in the Attic","V.C. Andrews","https://covers.openlibrary.org/b/id/14598487-L.jpg","OL134834W","https://openlibrary.org/works/OL134834W"
"Follow You Home","Mark  Edwards","https://covers.openlibrary.org/b/id/10756031-L.jpg","OL24265525W","https://openlibrary.org/works/OL24265525W"
"For Camelot's Honor","Sarah Zettel","https://covers.openlibrary.org/b/id/221565-L.jpg","",""
"For Darkness Shows the Stars","Diana Peterfreund","https://covers.openlibrary.org/b/id/9708894-L.jpg","",""
"For a Few Demons More","Kim Harrison","https://covers.openlibrary.org/b/id/36213-L.jpg","",""
"Fosgate's Game","David C.   Cassidy","https://covers.openlibrary.org/b/id/10462438-L.jpg","OL22446670W","https://openlibrary.org/works/OL22446670W"
"Found","Harlan Coben","https://covers.openlibrary.org/b/id/7384726-L.jpg","OL17303315W","https://openlibrary.org/works/OL17303315W"
"Four Ruined Realms","Mai Corland","https://books.google.com/books/content?id=lgkJEQAAQBAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api","",""
"Fourth Wing","Rebecca Yarros","https://covers.openlibrary.org/b/id/14605482-L.jpg","",""
"Franny and Zooey","J.D. Salinger","https://covers.openlibrary.org/b/id/190222-L.jpg","",""
"Friday Night Bites","Chloe Neill","https://covers.openlibrary.org/b/id/10353568-L.jpg","OL13652470W","https://openlibrary.org/works/OL13652470W"
"Frog and Toad Are Friends","Arnold Lobel","https://covers.openlibrary.org/b/id/11303047-L.jpg","OL449277W","https://openlibrary.org/works/OL449277W"
"From Blood and Ash","Jennifer L. Armentrout","https://covers.openlibrary.org/b/id/14105538-L.jpg","OL27838518W","https://openlibrary.org/works/OL27838518W"
"From the Mixed-Up Files of Mrs. Basil E. Frankweiler","E.L. Konigsburg","https://covers.openlibrary.org/b/id/10838363-L.jpg","",""
"Frostbite","Richelle Mead","https://covers.openlibrary.org/b/id/13765372-L.jpg","OL8488889W","https://openlibrary.org/works/OL8488889W"
"Full Moon Rising","Keri Arthur","https://covers.openlibrary.org/b/id/373445-L.jpg","",""
"Funny Story","Emily Henry","https://covers.openlibrary.org/b/id/14625690-L.jpg","OL37575890W","https://openlibrary.org/works/OL37575890W"
"Futuristic Violence and Fancy Suits","David  Wong","https://books.google.com/books/content?id=mMeqCgAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&source=gbs_api","",""
"Galveston","Nic Pizzolatto","https://covers.openlibrary.org/b/id/10336854-L.jpg","",""
"Gathering Blue","Lois Lowry","https://covers.openlibrary.org/b/id/244187-L.jpg","",""
"Gemina","Amie Kaufman","https://covers.openlibrary.org/b/id/8738063-L.jpg","",""
"Gentle and Lowly: The Heart of Christ for Sinners and Sufferers","Dane C. Ortlund","https://books.google.com/books/content?id=FzhUxwEACAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api","",""
"Giggle, Giggle, Quack","Doreen Cronin","https://covers.openlibrary.org/b/id/479216-L.jpg","",""
"Girl in the Rearview Mirror","Kelsey Rae Dimberg","https://covers.openlibrary.org/b/id/10114129-L.jpg","OL20813351W","https://openlibrary.org/works/OL20813351W"
"Girls of Paper and Fire","Natasha Ngan","https://covers.openlibrary.org/b/id/8361792-L.jpg","",""
"Girls' Night Out","Liz Fenton","https://covers.openlibrary.org/b/id/14010361-L.jpg","",""
"Glass Houses","Rachel Caine","https://covers.openlibrary.org/b/id/294035-L.jpg","OL5814026W","https://openlibrary.org/works/OL5814026W"
"Go Ask Alice","Beatrice Sparks","https://covers.openlibrary.org/b/id/14316350-L.jpg","",""
